"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2025";"0000";"21,6";"21,8";"21,6";"83,4";"84,3";"83,1";"";"";"";"916,1";"916,8";"915,7";"2,8";"67,0";"1,6";"";"0,0"
"01/01/2025";"0100";"21,6";"21,6";"21,6";"82,9";"83,4";"82,8";"";"";"";"916,2";"916,5";"916,2";"0,1";"90,0";"1,5";"";"0,0"
"01/01/2025";"0200";"21,2";"21,6";"21,2";"86,6";"86,6";"83,7";"";"";"";"915,7";"916,2";"915,7";"0,0";"315,0";"1,1";"";"0,0"
"01/01/2025";"0300";"21,2";"21,2";"21,1";"87,4";"87,6";"86,9";"";"";"";"916,2";"916,2";"915,5";"1,1";"45,0";"1,1";"";"0,0"
"01/01/2025";"0400";"20,8";"21,1";"";"87,0";"87,5";"";"";"";"";"915,7";"916,2";"";"1,5";"45,0";"1,6";"";"0,0"
"01/01/2025";"0500";"20,7";"20,9";"20,7";"87,8";"87,8";"87,0";"";"";"";"915,2";"915,7";"915,2";"0,1";"67,0";"1,5";"";"0,0"
"01/01/2025";"0600";"20,3";"20,7";"20,3";"89,2";"89,2";"87,8";"";"";"";"914,1";"915,3";"914,1";"0,0";"292,0";"1,6";"";"0,0"
"01/01/2025";"0700";"20,1";"20,3";"20,0";"90,0";"90,0";"89,3";"";"";"";"914,5";"914,7";"914,0";"0,0";"315,0";"2,6";"";"0,0"
"01/01/2025";"0800";"19,9";"20,0";"19,8";"90,5";"90,5";"90,1";"";"";"";"915,2";"915,2";"914,5";"0,0";"225,0";"1,3";"";"0,0"
"01/01/2025";"0900";"19,9";"19,9";"19,9";"90,5";"90,5";"90,3";"";"";"";"916,2";"916,2";"915,3";"0,0";"315,0";"0,1";"";"0,0"
"01/01/2025";"1000";"20,8";"20,8";"20,0";"88,8";"90,6";"88,8";"";"";"";"915,7";"916,2";"915,4";"0,0";"315,0";"1,5";"";"0,0"
"01/01/2025";"1100";"22,1";"22,1";"20,8";"82,0";"88,8";"82,0";"";"";"";"916,0";"916,8";"915,7";"3,0";"225,0";"1,8";"";"6,8"
"01/01/2025";"1200";"24,9";"24,9";"22,1";"71,2";"82,0";"71,2";"";"";"";"918,0";"918,0";"915,9";"1,1";"270,0";"2,0";"";"0,0"
"01/01/2025";"1300";"26,3";"26,3";"24,9";"60,1";"69,7";"59,0";"";"";"";"918,5";"918,5";"917,5";"3,5";"337,0";"1,6";"";"0,0"
"01/01/2025";"1400";"27,7";"27,8";"26,3";"56,1";"60,5";"56,1";"";"";"";"918,2";"918,7";"918,0";"1,6";"315,0";"2,6";"";"0,0"
"01/01/2025";"1500";"28,0";"28,8";"27,7";"54,4";"56,1";"52,3";"";"";"";"918,0";"918,6";"918,0";"0,0";"337,0";"1,6";"";"0,0"
"01/01/2025";"1600";"28,2";"29,3";"28,2";"53,3";"53,3";"51,6";"";"";"";"918,1";"918,1";"917,3";"2,2";"270,0";"2,2";"";"0,0"
"01/01/2025";"1700";"30,1";"30,1";"28,7";"45,7";"52,5";"45,7";"";"";"";"916,2";"917,2";"916,2";"1,1";"315,0";"2,4";"";"0,0"
"01/01/2025";"1800";"24,7";"30,0";"24,7";"73,2";"73,2";"46,4";"";"";"";"915,6";"916,3";"915,2";"3,5";"22,0";"0,7";"";"0,0"
"01/01/2025";"1900";"23,2";"24,5";"23,2";"77,2";"77,2";"72,8";"";"";"";"915,6";"916,2";"915,5";"0,7";"67,0";"2,0";"";"0,0"
"01/01/2025";"2000";"22,9";"23,2";"22,9";"78,4";"78,5";"77,8";"";"";"";"915,1";"915,4";"915,1";"2,0";"67,0";"2,4";"";"0,0"
"01/01/2025";"2100";"22,9";"23,1";"22,9";"81,5";"81,5";"78,9";"";"";"";"915,2";"915,2";"913,7";"1,6";"45,0";"2,6";"";"0,0"
"01/01/2025";"2200";"22,7";"22,9";"22,7";"80,7";"81,8";"80,4";"";"";"";"915,6";"915,6";"914,4";"3,0";"67,0";"2,6";"";"0,0"
"01/01/2025";"2300";"22,6";"22,7";"22,6";"83,1";"83,1";"80,8";"";"";"";"916,1";"916,2";"914,9";"1,5";"67,0";"1,5";"";"0,0"
"02/01/2025";"0000";"22,6";"22,8";"22,6";"83,6";"83,6";"83,0";"";"";"";"916,5";"916,6";"916,2";"0,7";"67,0";"2,0";"";"0,0"
"02/01/2025";"0100";"22,4";"22,7";"22,4";"84,3";"84,3";"83,5";"";"";"";"916,8";"916,8";"916,1";"1,1";"67,0";"1,1";"";"0,0"
"02/01/2025";"0200";"22,1";"22,4";"22,1";"86,0";"86,0";"84,6";"";"";"";"917,0";"917,2";"916,9";"1,6";"22,0";"1,6";"";"0,0"
"02/01/2025";"0300";"22,0";"22,1";"22,0";"87,2";"87,2";"86,4";"";"";"";"916,5";"916,8";"916,5";"0,5";"45,0";"0,7";"";"0,0"
"02/01/2025";"0400";"21,7";"21,9";"";"88,0";"88,0";"";"";"";"";"915,4";"916,1";"";"0,0";"270,0";"1,3";"";"0,0"
"02/01/2025";"0500";"21,1";"21,6";"21,1";"89,1";"89,1";"88,1";"";"";"";"915,3";"915,5";"915,3";"0,1";"292,0";"0,9";"";"0,0"
"02/01/2025";"0600";"20,7";"21,0";"20,7";"87,6";"89,2";"87,6";"";"";"";"914,2";"915,2";"914,2";"1,3";"315,0";"1,3";"";"0,0"
"02/01/2025";"0700";"20,2";"20,7";"20,2";"88,8";"88,8";"87,3";"";"";"";"913,9";"914,2";"913,6";"0,7";"45,0";"2,0";"";"0,0"
"02/01/2025";"0800";"20,1";"20,2";"20,1";"89,8";"89,8";"88,8";"";"";"";"914,1";"914,5";"913,6";"0,0";"292,0";"0,9";"";"0,0"
"02/01/2025";"0900";"20,3";"20,3";"20,0";"89,7";"90,2";"89,7";"";"";"";"915,4";"915,4";"914,5";"0,0";"270,0";"0,0";"";"0,0"
"02/01/2025";"1000";"21,4";"21,4";"20,6";"83,6";"88,3";"83,6";"";"";"";"915,6";"915,6";"914,2";"1,1";"270,0";"2,6";"";"0,0"
"02/01/2025";"1100";"22,8";"22,8";"21,7";"78,2";"82,5";"78,2";"";"";"";"916,2";"916,2";"915,3";"0,5";"292,0";"2,6";"";"0,0"
"02/01/2025";"1200";"24,7";"24,7";"23,1";"71,7";"77,3";"71,7";"";"";"";"915,9";"916,1";"915,2";"1,5";"315,0";"2,6";"";"0,0"
"02/01/2025";"1300";"26,1";"26,1";"25,1";"64,6";"70,0";"64,6";"";"";"";"916,5";"917,0";"916,0";"2,4";"247,0";"2,4";"";"0,0"
"02/01/2025";"1400";"27,3";"27,3";"26,1";"57,9";"64,6";"57,9";"";"";"";"915,5";"916,5";"915,5";"1,3";"292,0";"2,4";"";"0,0"
"02/01/2025";"1500";"28,9";"28,9";"";"49,4";"57,0";"";"";"";"";"915,9";"916,2";"";"2,4";"247,0";"2,4";"";""
"02/01/2025";"1600";"30,5";"30,5";"29,1";"44,6";"48,5";"44,6";"";"";"";"914,9";"915,2";"914,9";"2,6";"135,0";"2,6";"";"0,0"
"02/01/2025";"1700";"30,7";"31,4";"30,5";"42,4";"42,5";"40,4";"";"";"";"915,3";"915,3";"914,7";"1,6";"225,0";"1,6";"";"0,0"
"02/01/2025";"1800";"30,4";"31,4";"30,4";"45,6";"45,6";"41,7";"";"";"";"913,6";"914,7";"913,6";"2,4";"315,0";"2,4";"";"0,0"
"02/01/2025";"1900";"30,9";"30,9";"29,9";"45,7";"46,9";"45,4";"";"";"";"912,9";"913,9";"912,9";"0,9";"0,0";"2,4";"";"0,0"
"02/01/2025";"2000";"29,9";"30,3";"29,9";"46,1";"47,2";"44,6";"";"";"";"912,1";"913,1";"912,1";"1,6";"112,0";"2,6";"";"0,0"
"02/01/2025";"2100";"29,7";"30,1";"29,7";"46,6";"46,6";"44,4";"";"";"";"913,3";"913,3";"912,0";"0,0";"112,0";"1,5";"";"0,0"
"02/01/2025";"2200";"27,5";"29,6";"27,5";"62,5";"62,5";"45,5";"";"";"";"913,6";"913,6";"912,9";"0,9";"67,0";"2,0";"";"0,0"
"02/01/2025";"2300";"20,4";"27,5";"20,4";"84,7";"84,7";"62,5";"";"";"";"915,1";"915,1";"913,1";"1,8";"315,0";"1,8";"";"5,8"
"03/01/2025";"0000";"";"20,4";"";"";"89,1";"";"";"";"";"";"915,7";"";"";"";"2,2";"";""
"03/01/2025";"0100";"21,2";"21,2";"";"88,4";"90,0";"";"";"";"";"915,0";"915,1";"";"0,0";"0,0";"0,0";"";""
"03/01/2025";"0200";"21,7";"21,8";"21,5";"85,3";"86,5";"84,8";"";"";"";"914,4";"915,2";"914,4";"0,0";"90,0";"2,0";"";"0,0"
"03/01/2025";"0300";"21,8";"21,9";"21,8";"86,6";"86,6";"85,8";"";"";"";"914,3";"914,7";"914,3";"0,1";"337,0";"0,7";"";"0,0"
"03/01/2025";"0400";"21,8";"21,9";"";"86,5";"87,0";"";"";"";"";"914,0";"914,2";"";"0,0";"292,0";"2,0";"";"0,0"
"03/01/2025";"0500";"21,9";"22,1";"21,9";"83,5";"86,3";"83,5";"";"";"";"912,9";"913,9";"912,9";"0,0";"270,0";"0,7";"";"0,0"
"03/01/2025";"0600";"21,7";"21,9";"21,7";"84,7";"84,7";"83,4";"";"";"";"912,2";"912,4";"911,7";"0,3";"0,0";"0,3";"";"0,0"
"03/01/2025";"0700";"21,7";"21,7";"21,5";"83,4";"84,5";"83,4";"";"";"";"911,9";"912,0";"911,7";"0,0";"337,0";"0,3";"";"0,0"
"03/01/2025";"0800";"21,5";"21,7";"21,5";"82,4";"83,4";"82,4";"";"";"";"911,5";"911,9";"911,5";"0,0";"270,0";"0,5";"";"0,0"
"03/01/2025";"0900";"21,7";"21,7";"21,4";"80,9";"83,0";"80,9";"";"";"";"912,1";"912,1";"911,3";"1,3";"315,0";"1,3";"";"0,0"
"03/01/2025";"1000";"21,5";"21,7";"21,3";"83,1";"83,1";"80,6";"";"";"";"912,7";"912,7";"912,2";"1,1";"315,0";"1,8";"";"0,0"
"03/01/2025";"1100";"22,8";"22,8";"21,6";"78,9";"83,1";"78,9";"";"";"";"914,2";"914,3";"912,7";"2,6";"292,0";"2,6";"";"21,0"
"03/01/2025";"1200";"23,8";"23,8";"22,8";"77,1";"78,9";"77,0";"";"";"";"914,5";"914,5";"913,3";"3,0";"270,0";"2,6";"";"0,0"
"03/01/2025";"1300";"25,8";"25,8";"24,2";"70,7";"75,9";"70,7";"";"";"";"914,4";"914,9";"914,2";"4,1";"270,0";"1,6";"";"0,0"
"03/01/2025";"1400";"26,9";"26,9";"26,1";"68,3";"70,7";"68,3";"";"";"";"914,2";"915,3";"914,2";"2,8";"292,0";"1,1";"";"0,0"
"03/01/2025";"1500";"27,5";"27,5";"26,9";"65,3";"67,2";"64,8";"";"";"";"914,4";"914,9";"914,2";"1,6";"315,0";"2,2";"";"0,0"
"03/01/2025";"1600";"29,0";"29,0";"27,6";"55,6";"64,8";"55,6";"";"";"";"914,0";"914,5";"913,8";"2,0";"315,0";"2,6";"";"0,0"
"03/01/2025";"1700";"30,4";"30,4";"28,9";"51,7";"56,1";"51,7";"";"";"";"912,7";"913,9";"912,7";"1,3";"315,0";"1,8";"";"0,0"
"03/01/2025";"1800";"31,3";"31,3";"30,2";"47,0";"51,4";"47,0";"";"";"";"913,2";"913,4";"913,0";"1,5";"247,0";"2,2";"";"0,0"
"03/01/2025";"1900";"27,6";"30,9";"27,6";"60,5";"60,5";"47,7";"";"";"";"912,4";"913,5";"912,4";"2,0";"270,0";"2,0";"";"0,0"
"03/01/2025";"2000";"22,7";"26,4";"21,5";"83,8";"84,4";"63,6";"";"";"";"911,2";"913,0";"911,2";"0,0";"292,0";"2,4";"";"3,8"
"03/01/2025";"2100";"25,2";"25,2";"22,7";"77,1";"83,8";"77,1";"";"";"";"911,0";"911,4";"910,7";"0,0";"315,0";"2,2";"";"0,0"
"03/01/2025";"2200";"25,5";"25,6";"25,3";"73,9";"76,3";"73,9";"";"";"";"911,4";"911,6";"911,2";"0,1";"0,0";"1,3";"";"0,0"
"03/01/2025";"2300";"24,7";"25,4";"24,7";"75,1";"75,1";"74,0";"";"";"";"912,0";"912,4";"911,7";"1,6";"292,0";"2,4";"";"0,0"
"04/01/2025";"0000";"24,0";"24,7";"24,0";"78,5";"79,1";"75,1";"";"";"";"913,3";"913,3";"911,7";"0,5";"337,0";"1,8";"";"0,0"
"04/01/2025";"0100";"23,7";"24,0";"23,7";"79,2";"79,2";"78,0";"";"";"";"913,0";"913,3";"912,9";"1,8";"315,0";"1,8";"";"0,0"
"04/01/2025";"0200";"23,7";"23,7";"23,6";"80,5";"81,0";"79,5";"";"";"";"913,6";"913,9";"912,9";"0,0";"337,0";"1,8";"";"0,0"
"04/01/2025";"0300";"23,4";"23,8";"23,4";"81,8";"81,8";"79,2";"";"";"";"913,6";"913,8";"913,5";"1,8";"292,0";"2,6";"";"0,0"
"04/01/2025";"0400";"22,8";"23,3";"";"81,7";"82,2";"";"";"";"";"913,1";"913,5";"";"1,5";"337,0";"2,2";"";"0,0"
"04/01/2025";"0500";"22,2";"22,7";"22,2";"84,0";"84,0";"82,0";"";"";"";"912,6";"913,4";"912,6";"1,6";"270,0";"2,4";"";"0,0"
"04/01/2025";"0600";"22,2";"22,2";"22,2";"83,9";"84,2";"83,9";"";"";"";"912,5";"912,7";"912,4";"1,1";"292,0";"1,8";"";"0,0"
"04/01/2025";"0700";"22,1";"22,2";"22,1";"81,9";"83,8";"81,9";"";"";"";"912,7";"912,7";"912,5";"1,8";"292,0";"1,8";"";"0,0"
"04/01/2025";"0800";"21,9";"22,1";"21,9";"81,8";"82,4";"81,8";"";"";"";"912,8";"912,8";"912,4";"2,2";"247,0";"2,6";"";"0,0"
"04/01/2025";"0900";"21,4";"21,6";"21,4";"85,5";"85,8";"83,6";"";"";"";"912,4";"912,8";"912,4";"3,9";"292,0";"2,2";"";"0,0"
"04/01/2025";"1000";"21,4";"21,4";"21,2";"87,7";"87,8";"86,3";"";"";"";"912,8";"913,0";"912,4";"0,5";"270,0";"1,5";"";"0,0"
"04/01/2025";"1100";"22,8";"22,8";"21,4";"81,5";"87,7";"81,5";"";"";"";"913,3";"914,1";"912,8";"2,0";"315,0";"2,4";"";"3,8"
"04/01/2025";"1200";"24,0";"24,5";"22,8";"77,6";"81,9";"76,4";"";"";"";"913,7";"914,1";"912,8";"1,3";"315,0";"2,0";"";"0,0"
"04/01/2025";"1300";"24,8";"24,8";"24,0";"74,3";"77,6";"74,3";"";"";"";"913,5";"914,5";"913,5";"0,9";"315,0";"1,8";"";"0,0"
"04/01/2025";"1400";"25,9";"25,9";"24,8";"69,2";"74,3";"68,9";"";"";"";"914,5";"914,8";"913,5";"3,0";"292,0";"0,9";"";"0,0"
"04/01/2025";"1500";"26,8";"27,1";"26,4";"63,9";"68,2";"63,9";"";"";"";"914,4";"914,4";"913,6";"1,6";"0,0";"1,6";"";"0,0"
"04/01/2025";"1600";"27,7";"28,3";"27,1";"60,0";"63,7";"59,7";"";"";"";"913,7";"913,7";"913,0";"0,9";"315,0";"2,0";"";"0,0"
"04/01/2025";"1700";"29,1";"29,3";"27,8";"56,8";"59,9";"54,2";"";"";"";"913,1";"913,4";"912,9";"0,0";"0,0";"2,0";"";"0,0"
"04/01/2025";"1800";"29,3";"29,9";"29,3";"50,1";"54,6";"50,1";"";"";"";"912,7";"913,2";"912,6";"1,8";"337,0";"2,0";"";"0,0"
"04/01/2025";"1900";"28,5";"29,4";"28,5";"54,7";"54,7";"51,1";"";"";"";"912,4";"913,0";"912,2";"2,8";"315,0";"1,8";"";"0,0"
"04/01/2025";"2000";"28,2";"28,5";"28,2";"58,1";"58,1";"54,7";"";"";"";"911,6";"913,0";"911,6";"0,5";"0,0";"0,9";"";"0,0"
"04/01/2025";"2100";"27,4";"28,2";"27,4";"61,6";"61,6";"58,1";"";"";"";"911,6";"911,8";"910,4";"1,1";"315,0";"1,1";"";"0,0"
"04/01/2025";"2200";"26,5";"27,2";"26,5";"68,9";"68,9";"61,4";"";"";"";"911,5";"911,6";"911,0";"1,8";"112,0";"1,8";"";"0,0"
"04/01/2025";"2300";"24,6";"25,3";"24,6";"79,6";"79,6";"74,4";"";"";"";"913,1";"913,1";"911,7";"0,0";"157,0";"2,0";"";"0,0"
"05/01/2025";"0000";"23,9";"24,6";"23,9";"84,2";"84,2";"79,6";"";"";"";"912,7";"913,1";"912,7";"0,0";"135,0";"1,3";"";"0,0"
"05/01/2025";"0100";"24,0";"24,0";"23,8";"85,1";"85,3";"84,2";"";"";"";"913,0";"913,0";"912,4";"0,0";"337,0";"0,0";"";"0,0"
"05/01/2025";"0200";"23,4";"24,0";"23,4";"86,8";"86,8";"85,0";"";"";"";"912,4";"913,5";"912,4";"0,3";"135,0";"2,2";"";"0,0"
"05/01/2025";"0300";"23,5";"23,6";"23,4";"86,4";"86,8";"86,1";"";"";"";"911,4";"912,4";"911,4";"1,3";"180,0";"1,8";"";"0,0"
"05/01/2025";"0400";"22,3";"23,3";"";"86,2";"86,9";"";"";"";"";"912,3";"912,9";"";"4,8";"135,0";"2,2";"";"0,2"
"05/01/2025";"0500";"22,2";"22,3";"22,2";"83,8";"85,8";"83,8";"";"";"";"913,0";"913,6";"912,1";"2,2";"90,0";"2,2";"";"0,0"
"05/01/2025";"0600";"22,1";"22,1";"21,9";"83,0";"85,2";"83,0";"";"";"";"913,1";"913,1";"912,6";"0,3";"45,0";"1,8";"";"0,0"
"05/01/2025";"0700";"20,8";"22,1";"20,8";"84,1";"84,1";"81,8";"";"";"";"912,3";"913,3";"912,3";"0,1";"45,0";"1,5";"";"0,0"
"05/01/2025";"0800";"20,7";"20,8";"20,7";"84,7";"84,9";"84,1";"";"";"";"913,1";"913,1";"912,3";"0,0";"0,0";"0,9";"";"0,0"
"05/01/2025";"0900";"20,9";"20,9";"20,6";"84,0";"84,7";"84,0";"";"";"";"913,3";"913,5";"913,1";"0,0";"315,0";"1,5";"";"0,0"
"05/01/2025";"1000";"21,7";"21,7";"21,0";"81,7";"83,9";"81,7";"";"";"";"913,1";"913,7";"913,1";"0,0";"270,0";"1,6";"";"0,0"
"05/01/2025";"1100";"23,2";"23,2";"21,9";"77,0";"80,0";"77,0";"";"";"";"913,4";"914,3";"913,4";"0,1";"292,0";"1,8";"";"0,2"
"05/01/2025";"1200";"25,2";"25,2";"23,2";"66,9";"77,0";"66,9";"";"";"";"914,5";"914,5";"913,1";"1,3";"292,0";"1,6";"";"0,0"
"05/01/2025";"1300";"26,9";"26,9";"25,2";"61,5";"66,9";"61,5";"";"";"";"915,1";"915,5";"914,5";"0,0";"315,0";"2,6";"";"0,0"
"05/01/2025";"1400";"27,6";"27,9";"26,6";"56,3";"62,8";"56,0";"";"";"";"915,1";"915,5";"915,0";"2,2";"337,0";"2,2";"";"0,0"
"05/01/2025";"1500";"29,3";"29,3";"27,7";"45,6";"55,7";"45,6";"";"";"";"914,7";"915,2";"914,7";"1,5";"337,0";"2,6";"";"0,0"
"05/01/2025";"1600";"26,1";"30,0";"26,1";"66,8";"66,8";"41,6";"";"";"";"915,2";"915,3";"914,7";"3,7";"135,0";"1,3";"";"0,0"
"05/01/2025";"1700";"25,9";"27,1";"25,9";"67,1";"67,8";"63,2";"";"";"";"914,3";"914,9";"914,3";"2,2";"67,0";"2,2";"";"0,0"
"05/01/2025";"1800";"27,1";"27,1";"25,8";"64,2";"68,2";"64,2";"";"";"";"913,5";"914,3";"913,5";"2,4";"135,0";"2,4";"";"0,0"
"05/01/2025";"1900";"25,8";"27,1";"25,6";"68,2";"69,5";"64,2";"";"";"";"913,4";"914,2";"913,4";"3,3";"90,0";"2,4";"";"0,0"
"05/01/2025";"2000";"22,9";"25,9";"22,9";"79,2";"80,0";"68,6";"";"";"";"913,4";"914,0";"913,1";"3,9";"90,0";"2,2";"";"0,0"
"05/01/2025";"2100";"22,7";"23,4";"22,6";"80,1";"80,1";"77,0";"";"";"";"913,6";"913,7";"913,3";"3,0";"45,0";"1,8";"";"0,0"
"05/01/2025";"2200";"22,0";"22,7";"22,0";"83,1";"83,1";"80,1";"";"";"";"913,8";"913,9";"913,5";"4,8";"67,0";"2,6";"";"0,0"
"05/01/2025";"2300";"21,2";"21,8";"21,1";"86,3";"86,3";"84,1";"";"";"";"914,6";"914,6";"914,1";"2,2";"22,0";"2,2";"";"0,0"
"06/01/2025";"0000";"20,8";"21,2";"20,8";"87,4";"87,4";"85,9";"";"";"";"914,3";"914,6";"914,3";"1,1";"45,0";"2,2";"";"0,0"
"06/01/2025";"0100";"21,1";"21,1";"20,8";"87,3";"88,0";"87,3";"";"";"";"914,4";"914,6";"914,4";"2,8";"90,0";"1,6";"";"0,0"
"06/01/2025";"0200";"21,3";"21,3";"21,0";"85,3";"87,2";"85,3";"";"";"";"914,5";"914,8";"914,4";"0,0";"67,0";"1,8";"";"0,0"
"06/01/2025";"0300";"21,3";"21,3";"21,2";"85,0";"85,3";"84,7";"";"";"";"914,2";"914,6";"914,2";"1,5";"67,0";"2,4";"";"0,0"
"06/01/2025";"0400";"21,2";"21,3";"";"85,5";"85,6";"";"";"";"";"913,9";"914,3";"";"0,9";"45,0";"1,8";"";"0,0"
"06/01/2025";"0500";"21,3";"21,3";"21,1";"85,7";"85,9";"85,5";"";"";"";"913,9";"914,1";"913,7";"0,7";"67,0";"1,5";"";"0,0"
"06/01/2025";"0600";"21,4";"21,4";"21,2";"85,0";"85,6";"85,0";"";"";"";"913,5";"913,7";"913,5";"0,0";"292,0";"0,7";"";"0,0"
"06/01/2025";"0700";"21,3";"21,4";"21,2";"84,5";"85,0";"84,3";"";"";"";"913,2";"913,5";"913,2";"0,1";"315,0";"0,3";"";"0,0"
"06/01/2025";"0800";"21,3";"21,4";"21,2";"84,3";"84,4";"83,9";"";"";"";"913,1";"913,3";"913,0";"0,7";"315,0";"1,8";"";"0,0"
"06/01/2025";"0900";"21,3";"21,5";"21,3";"84,0";"84,3";"83,8";"";"";"";"913,1";"913,3";"913,0";"0,0";"45,0";"0,7";"";"0,0"
"06/01/2025";"1000";"21,4";"21,4";"21,2";"82,9";"83,7";"82,9";"";"";"";"913,5";"914,0";"913,5";"0,0";"315,0";"0,3";"";"0,0"
"06/01/2025";"1100";"22,2";"22,2";"21,5";"80,0";"82,5";"80,0";"";"";"";"914,8";"914,8";"913,8";"0,3";"45,0";"1,3";"";"0,0"
"06/01/2025";"1200";"24,8";"24,8";"22,6";"71,8";"78,9";"71,8";"";"";"";"915,0";"915,0";"914,1";"0,1";"315,0";"1,3";"";"0,0"
"06/01/2025";"1300";"26,5";"26,5";"24,8";"66,5";"71,8";"66,5";"";"";"";"915,6";"916,0";"915,0";"2,2";"247,0";"2,2";"";"0,0"
"06/01/2025";"1400";"27,4";"27,9";"";"58,7";"65,8";"";"";"";"";"915,5";"915,9";"";"2,2";"292,0";"2,2";"";""
"06/01/2025";"1500";"28,6";"28,9";"27,4";"49,0";"59,5";"49,0";"";"";"";"915,0";"915,8";"915,0";"2,6";"247,0";"2,6";"";"0,0"
"06/01/2025";"1600";"29,9";"29,9";"28,5";"40,5";"49,8";"40,5";"";"";"";"914,1";"914,9";"914,0";"2,8";"315,0";"1,6";"";"0,0"
"06/01/2025";"1700";"26,5";"31,2";"26,5";"64,7";"64,7";"31,2";"";"";"";"914,9";"914,9";"914,2";"2,0";"67,0";"2,6";"";"0,0"
"06/01/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/01/2025";"1900";"24,1";"26,5";"";"75,0";"75,0";"";"";"";"";"913,4";"914,9";"";"4,5";"45,0";"2,4";"";"0,0"
"06/01/2025";"2000";"23,8";"24,1";"23,6";"75,7";"76,2";"75,0";"";"";"";"912,8";"913,6";"912,8";"3,3";"22,0";"2,6";"";"0,0"
"06/01/2025";"2100";"22,4";"23,4";"22,4";"82,2";"82,2";"76,8";"";"";"";"913,3";"913,7";"913,0";"1,5";"292,0";"2,6";"";"0,0"
"06/01/2025";"2200";"22,5";"22,5";"22,3";"81,5";"82,2";"81,4";"";"";"";"913,6";"913,7";"913,2";"0,5";"0,0";"1,8";"";"0,0"
"06/01/2025";"2300";"22,5";"22,6";"22,3";"81,4";"82,3";"81,4";"";"";"";"914,2";"914,3";"913,8";"1,5";"22,0";"2,4";"";"0,0"
"07/01/2025";"0000";"22,4";"22,4";"22,3";"81,7";"82,2";"81,7";"";"";"";"915,1";"915,3";"914,7";"0,7";"22,0";"0,7";"";"0,0"
"07/01/2025";"0100";"22,5";"22,5";"22,4";"81,2";"82,1";"81,2";"";"";"";"915,4";"915,4";"915,0";"1,1";"22,0";"2,4";"";"0,0"
"07/01/2025";"0200";"22,0";"22,4";"22,0";"82,4";"82,4";"81,2";"";"";"";"915,2";"915,7";"915,2";"0,0";"45,0";"1,1";"";"0,0"
"07/01/2025";"0300";"21,7";"22,0";"21,7";"82,2";"82,4";"82,0";"";"";"";"914,2";"914,9";"914,2";"0,0";"22,0";"1,8";"";"0,0"
"07/01/2025";"0400";"21,3";"21,7";"";"84,0";"84,0";"";"";"";"";"914,2";"914,3";"";"0,0";"45,0";"2,2";"";"0,0"
"07/01/2025";"0500";"21,2";"21,4";"21,2";"85,2";"85,2";"83,9";"";"";"";"913,4";"913,7";"913,0";"0,0";"135,0";"2,4";"";"0,0"
"07/01/2025";"0600";"21,2";"21,3";"21,2";"84,2";"85,4";"84,2";"";"";"";"913,6";"913,6";"913,3";"0,0";"292,0";"1,3";"";"0,0"
"07/01/2025";"0700";"21,4";"21,4";"21,3";"82,7";"83,8";"82,7";"";"";"";"913,6";"913,6";"913,4";"0,3";"67,0";"2,6";"";"0,0"
"07/01/2025";"0800";"21,4";"21,5";"21,4";"82,8";"82,8";"82,3";"";"";"";"913,7";"913,7";"913,6";"0,5";"45,0";"2,2";"";"0,0"
"07/01/2025";"0900";"21,6";"21,6";"21,4";"82,2";"82,8";"82,2";"";"";"";"913,8";"914,0";"913,7";"0,0";"67,0";"1,6";"";"0,0"
"07/01/2025";"1000";"22,1";"22,1";"21,6";"80,5";"82,2";"80,5";"";"";"";"914,1";"914,1";"913,8";"0,9";"112,0";"0,9";"";"0,0"
"07/01/2025";"1100";"22,6";"22,6";"22,1";"79,4";"80,5";"79,4";"";"";"";"913,9";"914,1";"913,6";"3,0";"315,0";"1,5";"";"0,0"
"07/01/2025";"1200";"23,8";"23,8";"22,6";"76,4";"79,9";"76,4";"";"";"";"914,4";"914,8";"913,6";"0,0";"90,0";"0,9";"";"0,0"
"07/01/2025";"1300";"26,1";"26,1";"23,8";"69,5";"76,4";"69,5";"";"";"";"914,6";"914,6";"913,7";"0,0";"180,0";"0,0";"";"0,0"
"07/01/2025";"1400";"27,5";"28,3";"26,0";"60,8";"68,1";"60,3";"";"";"";"915,2";"915,9";"914,5";"2,0";"202,0";"2,0";"";"0,0"
"07/01/2025";"1500";"29,2";"29,2";"27,5";"54,5";"60,8";"54,5";"";"";"";"914,9";"915,5";"914,9";"2,4";"247,0";"2,4";"";"0,0"
"07/01/2025";"1600";"26,9";"29,4";"26,9";"52,3";"54,5";"49,4";"";"";"";"914,8";"914,9";"914,1";"2,4";"45,0";"2,4";"";"0,0"
