"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"13/06/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/06/2025";"0500";"6,7";"";"";"87,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"0600";"6,2";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"0700";"5,7";"";"";"89,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"0800";"5,4";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"0900";"5,2";"";"";"90,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13/06/2025";"1100";"6,0";"";"";"88,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1200";"8,7";"";"";"75,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1300";"12,5";"";"";"60,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1400";"15,4";"";"";"46,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1500";"16,7";"";"";"39,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1600";"17,9";"";"";"32,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1700";"18,5";"";"";"30,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1800";"19,2";"";"";"28,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"1900";"19,3";"";"";"30,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"2000";"18,0";"";"";"40,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"2100";"15,7";"";"";"52,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"2200";"12,0";"";"";"71,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"13/06/2025";"2300";"11,1";"";"";"74,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0000";"10,0";"";"";"78,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/06/2025";"0200";"8,7";"";"";"82,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/06/2025";"0400";"7,4";"";"";"85,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0500";"6,9";"";"";"87,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0600";"6,6";"";"";"87,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0700";"6,4";"";"";"86,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0800";"6,1";"";"";"87,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"0900";"6,0";"";"";"86,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1000";"6,0";"";"";"86,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/06/2025";"1200";"10,3";"";"";"71,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1300";"13,9";"";"";"60,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1400";"14,5";"";"";"60,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1500";"14,9";"";"";"60,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14/06/2025";"1700";"17,1";"";"";"54,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1800";"17,2";"";"";"56,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"1900";"16,9";"";"";"56,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"2000";"16,2";"";"";"57,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"2100";"15,2";"";"";"64,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"2200";"13,4";"";"";"70,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"14/06/2025";"2300";"13,0";"";"";"72,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0000";"11,1";"";"";"81,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15/06/2025";"0200";"8,5";"";"";"88,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15/06/2025";"0400";"9,0";"";"";"86,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0500";"10,3";"";"";"79,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0600";"11,0";"";"";"75,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0700";"11,2";"";"";"74,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0800";"11,1";"";"";"72,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"0900";"11,3";"";"";"72,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15/06/2025";"1100";"11,7";"";"";"67,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15/06/2025";"1300";"14,2";"";"";"59,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1400";"16,2";"";"";"54,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1500";"17,2";"";"";"52,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1600";"18,2";"";"";"51,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1700";"17,9";"";"";"55,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1800";"17,9";"";"";"56,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"1900";"17,9";"";"";"57,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"2000";"17,2";"";"";"59,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"2100";"16,3";"";"";"62,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"2200";"15,0";"";"";"67,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"15/06/2025";"2300";"13,9";"";"";"72,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16/06/2025";"0100";"11,9";"";"";"81,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0200";"11,4";"";"";"83,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16/06/2025";"0400";"10,5";"";"";"85,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0500";"10,0";"";"";"86,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0600";"9,7";"";"";"86,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0700";"9,2";"";"";"87,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0800";"9,1";"";"";"88,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"0900";"8,9";"";"";"89,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1000";"8,7";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1100";"10,2";"";"";"87,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1200";"13,1";"";"";"72,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1300";"16,0";"";"";"62,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1400";"18,8";"";"";"54,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1500";"21,3";"";"";"49,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1600";"23,5";"";"";"45,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1700";"24,3";"";"";"44,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16/06/2025";"1900";"24,3";"";"";"46,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"2000";"23,0";"";"";"54,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"2100";"20,4";"";"";"65,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"2200";"17,2";"";"";"78,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"16/06/2025";"2300";"15,6";"";"";"81,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0000";"14,5";"";"";"84,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0100";"13,7";"";"";"85,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0200";"13,1";"";"";"86,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17/06/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17/06/2025";"0500";"11,0";"";"";"89,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0600";"10,2";"";"";"90,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0700";"9,6";"";"";"90,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0800";"9,2";"";"";"91,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"0900";"9,1";"";"";"91,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17/06/2025";"1100";"9,6";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17/06/2025";"1300";"17,5";"";"";"62,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1400";"19,0";"";"";"54,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1500";"19,9";"";"";"46,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1600";"21,0";"";"";"44,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1700";"21,7";"";"";"41,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1800";"22,3";"";"";"42,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"1900";"22,5";"";"";"39,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17/06/2025";"2100";"19,4";"";"";"54,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"2200";"16,8";"";"";"69,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"17/06/2025";"2300";"14,2";"";"";"76,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0000";"13,0";"";"";"81,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0100";"11,8";"";"";"82,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"0400";"9,5";"";"";"87,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0500";"9,0";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0600";"8,6";"";"";"88,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0700";"8,1";"";"";"89,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0800";"7,9";"";"";"90,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"1000";"7,2";"";"";"90,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"1200";"11,2";"";"";"78,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1300";"14,8";"";"";"66,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1400";"18,6";"";"";"51,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"1600";"20,6";"";"";"44,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1700";"21,4";"";"";"43,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1800";"22,1";"";"";"41,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18/06/2025";"2100";"19,7";"";"";"55,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"2200";"16,3";"";"";"73,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"18/06/2025";"2300";"13,7";"";"";"81,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0000";"12,6";"";"";"84,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0100";"11,5";"";"";"87,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19/06/2025";"0400";"10,5";"";"";"87,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0500";"9,9";"";"";"87,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0600";"9,6";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0700";"9,3";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0800";"8,9";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19/06/2025";"1000";"8,2";"";"";"89,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1100";"9,7";"";"";"87,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1200";"12,9";"";"";"75,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1300";"17,8";"";"";"58,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19/06/2025";"1500";"22,7";"";"";"43,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1600";"22,9";"";"";"43,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1700";"22,9";"";"";"40,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1800";"23,6";"";"";"39,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"1900";"23,5";"";"";"37,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"2000";"21,7";"";"";"57,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"2100";"18,9";"";"";"71,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"19/06/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19/06/2025";"2300";"17,5";"";"";"71,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20/06/2025";"0100";"16,4";"";"";"75,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20/06/2025";"0400";"13,3";"";"";"86,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0500";"12,7";"";"";"87,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0600";"12,0";"";"";"88,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0700";"11,3";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0800";"10,7";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"0900";"10,2";"";"";"90,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1000";"9,9";"";"";"90,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1100";"10,7";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1200";"14,9";"";"";"74,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1300";"18,3";"";"";"62,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1400";"20,9";"";"";"55,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1500";"23,0";"";"";"47,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1600";"23,7";"";"";"36,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1700";"24,4";"";"";"30,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1800";"24,5";"";"";"35,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"1900";"24,3";"";"";"34,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"2000";"22,3";"";"";"43,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"2100";"20,2";"";"";"58,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"2200";"17,6";"";"";"67,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"20/06/2025";"2300";"15,3";"";"";"76,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0000";"14,5";"";"";"80,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0100";"13,5";"";"";"81,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0200";"13,2";"";"";"82,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21/06/2025";"0400";"11,7";"";"";"85,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0500";"10,4";"";"";"88,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0600";"10,0";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0700";"10,3";"";"";"89,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21/06/2025";"0900";"11,8";"";"";"87,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1000";"12,1";"";"";"85,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1100";"12,2";"";"";"83,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1200";"13,5";"";"";"82,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1300";"16,9";"";"";"70,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1400";"20,8";"";"";"53,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1500";"22,2";"";"";"50,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1600";"23,4";"";"";"45,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21/06/2025";"1800";"23,6";"";"";"44,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"1900";"23,6";"";"";"46,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"2000";"21,9";"";"";"53,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"2100";"19,8";"";"";"66,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"2200";"17,8";"";"";"72,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"21/06/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"0000";"16,5";"";"";"76,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0100";"15,8";"";"";"78,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0200";"15,2";"";"";"81,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"0500";"13,3";"";"";"86,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0600";"13,2";"";"";"86,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"0800";"12,6";"";"";"87,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"1000";"12,5";"";"";"88,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"1200";"15,7";"";"";"74,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1300";"18,5";"";"";"63,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1400";"19,9";"";"";"57,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1500";"21,2";"";"";"49,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22/06/2025";"1700";"23,2";"";"";"49,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1800";"22,8";"";"";"49,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"1900";"22,0";"";"";"59,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"2000";"20,9";"";"";"64,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"2100";"19,3";"";"";"75,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"2200";"17,8";"";"";"80,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"22/06/2025";"2300";"16,9";"";"";"81,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"23/06/2025";"0000";"16,0";"";"";"83,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"23/06/2025";"0100";"15,1";"";"";"85,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"23/06/2025";"0200";"13,9";"";"";"87,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"23/06/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23/06/2025";"0400";"12,8";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"23/06/2025";"0500";"12,5";"";"";"90,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
