"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"29/01/2025";"1000";"19,7";"";"";"91,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29/01/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29/01/2025";"1300";"24,7";"";"";"69,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1400";"24,0";"";"";"75,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1500";"24,1";"";"";"75,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1600";"24,0";"";"";"78,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"29/01/2025";"1700";"22,0";"";"";"84,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1800";"22,7";"";"";"80,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"1900";"23,1";"";"";"76,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"2000";"22,5";"";"";"76,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"2100";"22,4";"";"";"80,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"2200";"21,8";"";"";"83,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"29/01/2025";"2300";"21,9";"";"";"84,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"30/01/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"2000";"23,1";"";"";"79,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"30/01/2025";"2100";"21,5";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"5,5"
"30/01/2025";"2200";"20,0";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"8,6"
"30/01/2025";"2300";"19,8";"";"";"91,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,2"
"31/01/2025";"0000";"19,6";"";"";"91,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"0100";"19,6";"";"";"92,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"0200";"19,8";"";"";"92,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/01/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2025";"0400";"19,8";"";"";"92,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"7,6"
"31/01/2025";"0500";"19,8";"";"";"92,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,7"
"31/01/2025";"0600";"19,6";"";"";"92,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"31/01/2025";"0700";"19,6";"";"";"92,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"31/01/2025";"0800";"19,6";"";"";"93,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"0900";"19,6";"";"";"93,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"1000";"19,7";"";"";"93,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,5"
"31/01/2025";"1100";"20,0";"";"";"93,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/01/2025";"1200";"20,4";"";"";"92,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"1300";"21,0";"";"";"92,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"1400";"21,3";"";"";"90,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2025";"1600";"22,3";"";"";"84,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/01/2025";"1700";"23,7";"";"";"78,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2025";"1900";"25,3";"";"";"58,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"2000";"26,1";"";"";"58,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"31/01/2025";"2100";"25,5";"";"";"69,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"31/01/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2025";"2300";"22,1";"";"";"80,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0000";"21,5";"";"";"81,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/02/2025";"0200";"20,7";"";"";"81,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/02/2025";"0400";"20,7";"";"";"82,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0500";"20,3";"";"";"86,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"01/02/2025";"0600";"20,1";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0700";"19,9";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"01/02/2025";"0800";"19,8";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"0900";"19,6";"";"";"91,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"4,3"
"01/02/2025";"1000";"19,5";"";"";"91,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"01/02/2025";"1100";"19,8";"";"";"92,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"01/02/2025";"1200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/02/2025";"1300";"20,6";"";"";"91,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"1400";"21,3";"";"";"90,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/02/2025";"1600";"22,3";"";"";"85,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,0"
"01/02/2025";"1700";"23,9";"";"";"77,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"1800";"24,3";"";"";"78,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"1900";"24,3";"";"";"74,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,5"
"01/02/2025";"2000";"21,8";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"5,5"
"01/02/2025";"2100";"21,1";"";"";"89,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"2200";"20,7";"";"";"90,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"01/02/2025";"2300";"20,5";"";"";"90,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0000";"19,9";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0100";"19,8";"";"";"90,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/02/2025";"0400";"20,0";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0500";"19,9";"";"";"88,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0600";"19,8";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0700";"19,9";"";"";"89,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0800";"19,8";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"0900";"19,8";"";"";"89,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1000";"19,8";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1100";"20,7";"";"";"86,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1200";"21,9";"";"";"80,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1300";"23,5";"";"";"77,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1400";"25,3";"";"";"69,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1500";"24,9";"";"";"74,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1600";"25,7";"";"";"66,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"02/02/2025";"1700";"23,5";"";"";"85,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"5,8"
"02/02/2025";"1800";"22,4";"";"";"88,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"02/02/2025";"1900";"20,7";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,7"
"02/02/2025";"2000";"20,8";"";"";"90,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,2"
"02/02/2025";"2100";"20,8";"";"";"89,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"2,7"
"02/02/2025";"2200";"20,1";"";"";"91,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"3,8"
"02/02/2025";"2300";"19,8";"";"";"91,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"0000";"19,8";"";"";"91,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"0100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/02/2025";"0200";"19,8";"";"";"92,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"3,5"
"03/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/02/2025";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/02/2025";"0500";"19,4";"";"";"92,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"0600";"19,2";"";"";"92,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"0700";"19,1";"";"";"92,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"0800";"19,1";"";"";"92,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"03/02/2025";"0900";"19,1";"";"";"92,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1000";"19,1";"";"";"92,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/02/2025";"1200";"19,8";"";"";"91,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1300";"21,2";"";"";"89,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"03/02/2025";"1500";"25,6";"";"";"55,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1600";"26,1";"";"";"56,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1700";"26,9";"";"";"53,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1800";"27,0";"";"";"54,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"1900";"25,8";"";"";"67,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"03/02/2025";"2000";"22,2";"";"";"83,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"1,7"
"03/02/2025";"2100";"20,5";"";"";"88,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"2,2"
"03/02/2025";"2200";"20,1";"";"";"90,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,5"
"03/02/2025";"2300";"19,8";"";"";"90,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,7"
"04/02/2025";"0000";"19,6";"";"";"91,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0100";"19,5";"";"";"92,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0200";"19,3";"";"";"92,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0300";"19,2";"";"";"92,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0400";"19,4";"";"";"92,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0500";"19,3";"";"";"92,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0600";"19,2";"";"";"93,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0700";"19,1";"";"";"93,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0800";"19,0";"";"";"93,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"0900";"18,8";"";"";"93,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1000";"18,7";"";"";"93,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"04/02/2025";"1100";"19,4";"";"";"91,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1200";"22,1";"";"";"81,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1300";"24,7";"";"";"69,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1400";"25,0";"";"";"66,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1500";"26,3";"";"";"59,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1600";"25,3";"";"";"68,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,7"
"04/02/2025";"1700";"21,6";"";"";"85,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1800";"22,5";"";"";"82,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"1900";"24,2";"";"";"72,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"2000";"21,8";"";"";"78,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"2100";"21,2";"";"";"81,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"2200";"20,6";"";"";"85,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"04/02/2025";"2300";"20,7";"";"";"85,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0000";"20,6";"";"";"86,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0100";"20,2";"";"";"88,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0200";"19,8";"";"";"88,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/02/2025";"0400";"19,0";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0500";"18,6";"";"";"89,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0600";"18,1";"";"";"90,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0700";"17,9";"";"";"89,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0800";"18,2";"";"";"86,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"0900";"18,3";"";"";"85,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1000";"18,5";"";"";"86,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1100";"20,0";"";"";"81,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1200";"21,5";"";"";"77,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1300";"23,4";"";"";"69,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"05/02/2025";"1500";"23,6";"";"";"82,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"5,3"
"05/02/2025";"1600";"22,7";"";"";"82,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1700";"26,0";"";"";"63,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1800";"25,9";"";"";"61,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"1900";"25,2";"";"";"64,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"2000";"25,6";"";"";"63,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"2100";"25,1";"";"";"67,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"2200";"24,0";"";"";"75,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"05/02/2025";"2300";"22,8";"";"";"73,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0000";"22,0";"";"";"78,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0100";"20,9";"";"";"84,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/02/2025";"0400";"19,7";"";"";"87,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0500";"19,3";"";"";"88,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0600";"18,8";"";"";"89,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0700";"18,4";"";"";"90,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0800";"18,2";"";"";"90,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"0900";"17,8";"";"";"90,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1000";"18,1";"";"";"90,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/02/2025";"1200";"23,4";"";"";"67,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1300";"26,4";"";"";"58,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1400";"28,4";"";"";"47,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1500";"28,6";"";"";"47,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1600";"29,3";"";"";"44,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1700";"29,4";"";"";"49,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06/02/2025";"1900";"19,7";"";"";"88,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"14,4"
"06/02/2025";"2000";"18,2";"";"";"89,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"2100";"18,5";"";"";"89,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"2200";"18,9";"";"";"89,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"06/02/2025";"2300";"18,7";"";"";"90,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/02/2025";"0100";"18,7";"";"";"90,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07/02/2025";"0400";"17,9";"";"";"91,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0500";"17,8";"";"";"91,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0600";"17,6";"";"";"91,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0700";"17,4";"";"";"91,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"0800";"17,0";"";"";"91,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"07/02/2025";"0900";"16,7";"";"";"91,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1000";"17,1";"";"";"91,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1100";"18,8";"";"";"82,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1200";"22,2";"";"";"66,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1300";"25,4";"";"";"58,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1400";"28,4";"";"";"47,8";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1500";"29,8";"";"";"42,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1600";"30,4";"";"";"38,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1700";"29,4";"";"";"40,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1800";"29,6";"";"";"47,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"1900";"18,7";"";"";"88,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"18,0"
"07/02/2025";"2000";"17,7";"";"";"90,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,7"
"07/02/2025";"2100";"17,9";"";"";"90,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"2200";"17,8";"";"";"90,9";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"07/02/2025";"2300";"17,9";"";"";"91,1";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"0100";"17,7";"";"";"92,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0200";"17,8";"";"";"92,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"0400";"17,4";"";"";"92,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0500";"17,1";"";"";"92,5";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0600";"16,8";"";"";"92,7";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0700";"16,8";"";"";"93,0";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"0800";"16,4";"";"";"93,2";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,2"
"08/02/2025";"0900";"16,1";"";"";"93,4";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"1000";"16,2";"";"";"93,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"1100";"16,8";"";"";"93,6";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
"08/02/2025";"1200";"18,9";"";"";"92,3";"";"";"";"";"";"";"";"";"0,0";"";"";"";"0,0"
